screenName,followersCount,verified,friendsCount
Irrelda,1582,0,1132
angelakassandra,717,0,403
Vicoformoso,267,0,300
FedraAlor,980,0,612
osmonsekarissa,307,0,852
feraesp,243,0,234
Giov_Ruiz,954,0,2001
GustavoRenteria,26619,0,9957
TabascoHOY,131287,0,234
PityVazquez,83,0,290
Xurrutia,18532,0,1059
paoloruica,43,0,183
luis_luismejia,154,0,178
ginnaort,901,0,1276
JonsRuiz,62,0,162
ElsaMoralesMo,402,0,373
Alonsin_z,134,0,279
minos29,80,0,824
ponchitoelmejor,140,0,226
ralromerodaz,18,0,156
Radiobeeat,355,0,445
BribiescaFco,53,0,55
LuisGlezImbert,153,0,312
linda_iturbe,211,0,1358
Ladx,1087,0,1084
l_amp_,175,0,146
hdelag123,147,0,159
JAGE92,23,0,96
Dani_Perez_2,111,0,215
pepotnt,512,0,1822
SMJVeracruz,588,0,467
ladelcabaret,6844,0,1149
MariaLoyola14,60,0,80
PedroCapistranM,136,0,283
RiqMcP,1050,0,1724
Nereavpv,910,0,656
BooksGeekGirl,41,0,35
PedagoSUA,893,0,99
RevistaKya,3796,0,619
juan_alcantara,160,0,511
montsebellu,130,0,248
balancejoven,1210,0,523
FundacionMark,2030,0,731
Renbyh,412,0,700
alealapizco,1334,0,245
guzisandoval,1305,0,1679
evweller,26,0,63
teresa181593,94,0,326
sentrasr,66,0,127
Perlakaryme,125,0,459
BorisSlp,5514,0,1704
Juanluisadell_,20,0,52
anaidgrey,629,0,366
yayo009,9,0,120
CodySimsTM,108,0,224
Ramos_Sandra99,246,0,647
crisna_rivera,79,0,127
AlexChicloso,860,0,197
DarwinBofficial,3187,0,2230
fobregont,76,0,151
vegabiestro,138445,0,619
DAVS9203,59,0,95
OcyeLeal,2489,0,728
irasema1960,106,0,131
yosoyelara,556,0,749
LuRnandez,1711,0,547
mhp71,30,0,84
talizmania,95,0,217
ArmandoLeneroLL,1340,0,1155
JosabethMaxi,13,0,120
Amarain,51,0,293
doctorcito1313,322,0,444
jmazpiroz,8075,0,3678
MarcoSeguraH,203,0,1315
Manuelfelicidad,685,0,668
HogarMexicanito,207,0,334
viejo275,242,0,2000
OctavioEArroyo,106,0,174
ElyluOrtega,260,0,567
marcetorpey,388,0,660
ana_osopq21,296,0,402
Adeprotur,486,0,591
anahien,872,0,636
ConyCre,891,0,796
KeameyChaplin,48,0,81
_mgonza,730,0,1153
AloapMr,12,0,120
jcbarragan79,58,0,518
AriamMuser,222,0,421
ingridmt22,17,0,30
Gerardin_MX,1118,0,1221
BereVocaloid,227,0,723
RaFavAlAdEz,1247,0,1065
KariEscarraga,383,0,409
christianoide,77,0,219
Vta_Nay,86,0,90
JEPardinas,12763,0,856
lupeosorno,148,0,380
YoanaColin_08,29,0,40
FabyEsme,173,0,589
_deseante,522,0,594
vanne_vans,102,0,96
IDJ26,142,0,493
RebecadAlbaFans,1966,0,1544
ErickEnMix,339,0,650
Testigo201,4085,0,2633
NadiaTorres2,13,0,66
erickum25,214,0,1176
jruizarellano,101,0,481
FrancisNieblas,35,0,64
greciacard,188,0,178
cjz_victOria,158,0,392
Herbertorod,2208,0,1830
patop22,168,0,354
Jenny_OE,51,0,418
RacheJ16,124,0,275
rcervantes19,1269,0,1338
Momitita,47,0,164
Islas81islasNoe,0,0,14
ponganleporcaso,240,0,554
RedSanfilippo,446,0,755
PrevenirConEduc,610,0,224
demysex,1494,0,582
oswatee,48,0,152
elsitam53,34,0,83
noahr710,55,0,77
_MarLoGa_,391,0,317
lnn_55,83,0,401
moniiquee93,38,0,66
jessikasar,99,0,556
isa_magi,25,0,73
bapizacol,26,0,167
macovich,813,0,1563
alets2,307,0,757
ahope71,18058,1,4014
Karlapedrero0,32,0,150
AnamurrietasAna,44,0,147
Act_4Good,578,0,563
IsiuX,361,0,186
01_daredevil,109,0,633
ravilamadrid,307,0,1022
MUCD,18447,0,2309
IPODERACInforma,212,0,157
DrAltuzar,24,0,133
Totis_Lara,588,0,1699
mattsmyworld,3528,0,2402
Daniafm_Morales,1304,0,1059
JulieB_Horan,1253,0,1196
gretadice,1370,0,1993
naharamunoz,7,0,35
Biam11,59,0,66
26Aboytes,2,0,68
SMJNacional,10803,0,832
jmirarey,12,0,60
FotografoStar,75,0,128
humbertopq,265,0,346
MPublishers,913,0,2001
Rocio_CantuE,31,0,123
imemarrufo,290,0,140
mefuco,21,0,119
MuseoEBC,3786,0,957
ceropollo,552,0,2001
nutriGPS,129,0,75
santibanez7,31,0,203
alexdocjim,11,0,112
ALEGARCIAMUNIZ,102,0,238
NormaARubio,28,0,139
gissrruiz,15,0,44
irelycastillon,83,0,108
oscarpeafil2,132,0,236
SMovimiento,3929,0,1719
Cami_AbH,580,0,422
jazzesitabravo1,76,0,335
funtastic_vids,4799,0,4
MarGSierra,95,0,181
Ale1Ortiz,12884,0,3368
MEGAPERTURBADO,524,0,980
Valentinazen,65,0,495
JONASMURILLO1,302,0,325
iraglz,11,0,70
Salsas123,72,0,64
anylabastida,48,0,365
miriamvelarde45,65,0,149
RespSocialMx,2278,0,2127
netteando,7805,0,1805
MayolaWadeT,25,0,49
jcmcmirabal,2440,0,2619
ElviaJuare,458,0,355
rosiorozco,91932,0,27086
Abraham49746032,7,0,13
fcMaliMarinMex,1556,0,121
neuronadigital1,6368,0,3853
Fatima_GuillenV,272,0,341
stepanie_mjDF,623,0,493
engelfonseca,41586,0,4812
blanca_sanchez_,483,0,1340
LCCFonline,220,0,118
SMJ_CDMX,159,0,93
crismedranov,145,0,347
scarral,78,0,185
claraedy1,64,0,505
javintre,37,0,160
dulcyT,191,0,456
educoronaa,20974,0,228
ge0vann1,41,0,59
ivangrimm13,6,0,47
cacharles,1244,0,539
karizidan,730,0,1402
EugeCabral,3572,0,564
x4reny,6,0,58
OSCARSAR85,650,0,233
CVManolo,308,0,167
Feralonso,540,0,417
Aspiros2,53,0,176
Chufletos,373,0,271
ReikvolutionPue,1254,0,249
cube_daniel,1617,0,892
anymuro3,117,0,69
asexoria,17067,0,9704
T_Onate,563,0,1038
webmasterazul,415,0,897
heypauu,165,0,130
andfrancisco,70,0,201
Fundemex,1800,0,805
ORuben_,214,0,1217
PinchePrys,2636,0,2654
PArsof,2923,0,535
raul19422,256,0,1230
vim_31,149,0,231
Pasadita,209548,0,924
ivazquez,72,0,450
soyunactuario,394,0,561
tefasvalle,475,0,127
Beatri98498826,17,0,74
OlmecaDiario,11808,0,914
rocamar2015,30,0,43
iamsalmah,311,0,221
actuaporlasalud,4441,0,1149
La_Incognita,1157,0,296
AdolphO07,519,0,587
jovanasaldivar,387,0,857
vickdominguez,957,0,942
ViridianaPerezF,178,0,201
Mafer9301,94,0,116
sammyeka,36,0,60
KMEPAL,59,0,80
normisacevesg,461,0,663
David_Cornelio,2934,0,2894
superpawis28,4,0,23
luispadillam,192,0,307
ruthdip,18,0,74
ale_castromejia,118,0,165
condiabetessis1,25,0,30
elsa_lobato,483,0,1017
vicgabval,366,0,820
PaolaHidalgo31,200,0,253
paumedianoche,218,0,784
lety_alatorre,113,0,238
LucaPaterlo,16,0,167
candy_espinoza,107,0,738
knogueda,316,0,280
LIVXAVIER,86,0,234
veronicapc88,150,0,273
RiveraBertha,122,0,119
DiegoHOhagan,119,0,156
Seung_anell17,95,0,208
lalarellano,2933,0,388
may_r_a,11,0,26
Ady55Duarte,301,0,267
mapm18,125,0,108
PrincesaSimona,25,0,44
chepymendoza,95,0,343
lamisspalos,36,0,92
ProyectoSixPack,85,0,62
devanyflores3,184,0,516
dodero0,57,0,60
MscReyes,35,0,84
Carolina_Soto_M,1249,0,2001
r_pavon,400,0,613
karolina2397,429,0,139
danny_Pocho,252,0,1834
iliaeth,45,0,208
RadioAlegria103,32,0,14
PadillaCasillas,157,0,193
MEperez5,3,0,3
david8311,57,0,392
sandraperezruiz,385,0,390
CHAPS__,282,0,313
kikexa1049,151,0,39
jorrgirio1,18,0,32
krarn_lwpis,30,0,25
Yiyi_Rosas,47,0,362
Udachi25,17,0,45
FundacioUnidos,8,0,45
KarmaBieber001,976,0,2073
MauBarrigon,485,0,770
belenh__16,512,0,666
miguelricodiene,579,0,784
lore_guille,864,0,599
RIDCoacalco,6,0,18
cmramos68,75,0,169
MTrocheC,1123,0,891
Zuuje,885,0,1758
magdolinyta,45,0,172
GomoMartha,23,0,37
FundLeonxiii,764,0,1760
zaira_Hernndez,431,0,211
heidilaut,33,0,60
vrnino,85,0,322
francia_hm,260,0,157
alexz_e,66,0,131
anavcortes,417,0,757
Jeankee13,755,0,692
jackieemolina,79,0,111
lizabotello,25,0,41
capullitoalheli,375,0,493
edgar_lopz,78,0,216
GustavoGerman,2302,0,1374
stefany_alegria,76,0,270
jules_hr,272,0,531
ruso_b_,969,0,919
saskianino,1825,0,861
angus_rocha,17,0,137
MaribelApud,6,0,11
bustosmarleny,3,0,6
emiliomendez142,86,0,143
Maiasme,48,0,251
AbrilDWoodJr,118,0,165
38_princesa,113,0,334
xy_msmarve,1002,0,1117
seriamenteluis,245,0,897
ZihuaCendi,397,0,648
JesusAliTabasco,15327,0,3633
mobregonl,466,0,2001
sandyDione,527,0,758
letyrdgz,181,0,414
tedi_sind_down,1100,0,220
sangtzt,485,0,432
Spincito23,87,0,236
mariferdb,485,0,365
sellyourhearts,61,0,65
JennyPaola04,615,0,444
AlineBeckL,138,0,213
rederbez,312,0,209
aranzo,233,0,146
YaninaVillagraV,282,0,568
gabo26d,721,0,1678
AdrianaParamo,7454,0,748
IAmMarynka,83,0,121
maurimm,15272,0,4762
mglcs,177,0,770
ElSudcalif,1279,0,872
onlys1,3426,0,20
monicasadica,5,0,17
ValentinZuniga,17,0,89
Carrerafj70,133,0,214
retuittab,975,0,1784
cecyff86,129,0,288
_ixim,283,0,261
NEMorelia,151,0,383
tabalex23,23,0,133
susanuca,427,0,426
ing_aldovich,46,0,135
Max_Oliver25,52,0,185
Karla_Gis,65,0,182
marianahq,88,0,112
Jenn_AV,21,0,95
gatocomelunas,60,0,150
crw25mir,271,0,787
Alzheimer_iap,33,0,89
rreyes657_reyes,3,0,15
faby_rodz,272,0,157
abnerjosedolore,2,0,1
DunaCamelia,33,0,180
La_Maff,470,0,1234
ClaudiaAllende,95,0,108
grecia_92hm,244,0,67
Chuy_666,44,0,124
dennisandreea,543,0,361
eliirivera,1482,0,1337
Osito_Bimbo,2493,0,1894
ChatiuxMiros,10,0,68
MIMISORS,148,0,190
raulservin17,74,0,118
aragarurt,165,0,202
droso,3646,0,3823
gleimbek,18,0,134
casopemex,31,0,65
giolt0,407,0,186
MsYeimsBond,259,0,541
RodrigoSanchezv,20,0,17
ceciesparzag,174,0,197
Amceg77,244,0,334
Chipy_Villamil,95,0,375
barcarbarcar,44,0,135
alejandrooyosa,77,0,132
SoldeTulancingo,318,0,52
Lulupar,194,0,387
achavz,289,0,245
MAFLOAG,532,0,924
taniacazher,158,0,730
vba_vale,322,0,330
magallyms,77,0,238
OscarPalomera,800,0,1155
CantandoNT,1114,0,2002
Earthgonomic,13537,0,2488
FerFrias5,311,0,329
mapatyaragon,2215,0,1432
JJGRAHAM_NIETO,5456,0,2097
viluzcafe,65,0,227
SarahhGlez,2215,0,2285
mariollergo,3505,0,1020
MenaVerito,18,0,93
MoguelConchita,4,0,5
catytrujillo8,229,0,309
elplandeabajo,730,0,740
rod_sands,476,0,585
FusionAlterna,396,0,512
minerpres,21,0,52
_GisAguilar,477,0,727
RocioCristal11,2,0,16
bree_bdl,20,0,237
SoliloquiosLit,167,0,325
Maricly20,161,0,402
AndreaPorrasS,83,0,458
MarDzB,109,0,149
Mike_1049,157,0,109
maragarciac,887,0,471
Mike_legorreta,1617,0,592
Danzalud,205,0,19
MarianaaaLeal,349,0,329
AmairamiVi,86,0,285
pamiparras,4335,0,3960
brisaencontacto,913,0,890
ElSoldeHgo,74,0,87
valemmoya,564,0,351
ursulasd,109,0,298
conchitaga,75,0,68
Frenitozo,218,0,264
Ralvayes,215,0,256
BeltranCalos,399,0,403
izrael_lazo,235,0,100
Elvia_VN,479,0,788
netaz16,48,0,138
yer12,186,0,605
tocoares,325,0,294
Yahiss,1356,0,1312
FrankieLowDrive,154,0,68
pico130,191,0,108
MaFernandaaP,542,0,530
LealesMexico,97,0,64
samfrv,61,0,93
EreCruzvillegas,1473,0,776
Dangerous329,18,0,143
GiselaOlvera,10,0,52
MayezPalacios,352,0,320
Mags_19_82,82,0,231
YunuhenRM,94,0,655
andrea_tello,665,0,584
anilu47,196,0,280
marianam89,203,0,446
Vinnyterra,15,0,40
luismarcano1512,359,0,2000
RosendaRomeroM,27,0,48
paulypockett,743,0,595
ChrisValdezFM,1885,0,873
mgmadrigar,28,0,172
julietaasotoz,8,0,59
LalitoSunder,34,0,24
JABautistaCK,209,0,190
jackie_atv,884,0,136
RocioCanalesG,212,0,535
laletra_r,147,0,278
Monmontesdeoca,1048,0,1993
diannapiedra,782,0,1892
eyareligg,59,0,202
lettydc,193,0,203
gatoyaz,40,0,170
Marce_Esencia,204,0,483
malillanymarin,274020,1,1146
Edith_Esencia,78,0,191
Bererocknice,145,0,458
Yescika,28,0,129
thnakspete,292,0,1653
MizuhoKusanagi,11,0,16
Monkinet,52,0,48
AdryGalvn,231,0,433
TocinoyMiel,273,0,351
javierliberman,502,0,626
el_memomtz,469,0,545
luciallamosasp,27,0,192
daniiechocoo,157,0,307
CriptogramaMx,2603,0,2402
alyncilla,63,0,200
FridaFts,45,0,101
bsp_bere,103,0,385
WawaPVal,25,0,40
unidos_mty,1713,0,724
andal_ssfx,123,0,181
Diego_MPF,233,0,1044
xochislife,289,0,439
webericci,120,0,82
Myriamhv92,62,0,71
patty__neta,203,0,598
proed_iap,1024,0,548
fccozumel,615,0,489
FUPAVIOficial,135,0,429
Cecigarciaruiz,1351,0,1689
ItandehuiSM,839,0,1135
PameBehnsen,78,0,82
lleticianajera,10,0,54
aestomas,395,0,36
daaniux,67,0,73
duende5007,35,0,82
chubitak,82,0,67
angiedelavega,1719,0,1420
alecardenas8,402,0,374
AalondraLeal,424,0,142
HernandezIskra,12,0,39
RuthAlJi,84,0,226
prensacimac,1878,0,681
YEAH_ANGEL_YEAH,361,0,684
JulioCLozMor,55,0,159
norismo,850,0,1392
PaaoCervantes,50,0,171
pipoclubmx,523,0,206
andrea_urtaza,328,0,230
Luisa_Trevino,3881,0,1360
dianissima,142,0,63
reyesgamez,1233,0,1494
guelita,299,0,407
javier_EXA,194,0,91
JuanRebollarGtz,149,0,1158
Ofelia7,848,0,1997
adrianafloress,139,0,128
pauojesto,50,0,217
PacoCanni,412,0,144
Gerardo_Sarabia,61,0,51
LaClau,7431,0,7362
LuzNo8,15,0,26
1Afines,297,0,66
gary_ayala,424,0,792
ANSeRac,5376,0,910
PaoyBarbie,1755,0,1833
BaniContreras,403,0,477
czarexa,203,0,278
marcpm,88,0,151
ElRafinCruchev,4,0,25
jaredhurtado59,28,0,179
jimena_gc,28,0,301
PNAEEac,210,0,404
rojo_dz,162,0,969
DarleiOficial,490,0,64
GoYourWay7,109,0,207
CfloresCarolina,5,0,45
EnsenaporMexico,1873,0,1305
JLuis_FG,92,0,406
ChrisRuvalcaba_,140,0,327
goremejia,214,0,428
FProninos,2395,0,997
fcopalomera,149,0,155
psicmiguel,641,0,378
pllerenac,736,0,435
ratitaderojas,2,0,19
aleperalta01,163,0,491
rampeh,36,0,104
la_escribidora,1933,0,1300
susanaacm,100,0,251
loli_watermelon,840,0,842
karenncaardenas,207,0,213
luc_ilove,212,0,494
FUNED_MX,1900,0,641
DeCarabas,152,0,324
alexiz_torrez0,5,0,30
marianamstrtt,207,0,262
GimmyBoombox,728,0,1590
lumont98,43,0,52
AlisonQAMx,316,0,1117
ZvenW,1,0,0
tusbasicoshoy,110,0,677
Candace1226,125,0,138
Zofia150714,26,0,96
vacruz_kyle,51,0,358
MonicaChast,300,0,528
MatzayanySoria,79,0,361
Alanyroblero,39,0,57
enrgysolutionmx,12,0,39
ayudemosaboss,53,0,169
SCMex,7291,0,4155
Galbertodiaz,26,0,34
bendicionespais,585,0,812
VickyMerlin,5,0,65
FanniUco,357,0,1029
rchdiaz,371,0,467
DanMedinaO,384,0,624
VVicentinasDF,5,0,13
mrflowersmex,2933,0,3071
gabygume,409,0,804
LaMarys,1082,0,544
MarichuCto,34,0,16
TheKatieRobb,240,0,440
Miatovin,63,0,235
ginamartinezf,318,0,387
AllAccessMex,4217,0,402
ZACKZAMU,626,0,1631
pep_garcia,290,0,293
cesaradriangc,257,0,180
fragoso5011,153,0,797
mooi_e,228,0,411
Thalia_Rojas,271,0,215
diaz_bibiana,426,0,606
SlnGutierrez,20,0,41
dangerrose,484,0,299
RiveraFAntonio,414,0,561
fiona_lidia,73,0,147
Cidhal,2414,0,551
wendyvanessa_,488,0,591
sergiolzslp,3631,0,1006
ARIADNAVida,37,0,144
dansamor,902,0,132
ReiinaIItzzell,207,0,775
AraceliChannell,45,0,144
METROPOLITANADM,19,0,61
qg_eduardo,77,0,125
NOTICIAS1033FM,392,0,192
Veritos01,191,0,357
Indigo_IT,1280,0,1910
claudiaanguia14,72,0,358
FitnessRocks,59,0,56
hey_any,775,0,352
IlseLalala,599,0,307
EdAguirre,2508,0,196
GabrielPazVideo,206,0,178
AdryzeroE,1,0,114
clasarita,6,0,28
LizzieGo70,33,0,56
NeshVillegas,158,0,339
vacadelmal,1911,0,845
tere_ari,401,0,420
arcaDnoe,2779,0,942
LabIdeasyAccion,57,0,51
fabyrevolucion,309,0,310
ignaarist,6919,0,7114
_airamsanera,518,0,538
R_Monter0,274,0,553
JaimeBarroso12,22,0,47
nancast95,280,0,300
romerounger,24,0,63
_brenRo,249,0,609
PamHerrejon,146,0,191
Marizalemus,10,0,45
AnaluzSMR,233,0,196
regmvd,67,0,125
sofiavim,192,0,245
Svetaoficial,1010,0,191
dmpb69,203,0,204
ElAsegurador,5668,0,329
danieloseguera1,1573,0,1307
lozano_nacho,280,0,395
Joakosmico,102,0,435
fundacionmdr,1575,0,522
CarlosMario09,2714,0,2424
sandyluzleon,7118,0,4843
miketeacher1,623,0,1778
soybuenanueva,4396,0,11
PinturasGuerrer,18,0,62
ZenyComadre1015,62,0,164
ProcuencaVB,97,0,151
IpoderacUS,55,0,353
Maskmanchannel,145,0,458
ceecalonso,387,0,862
monicakfm,228,0,129
anasofiatv,284,0,435
MalalaAcademia,31,0,50
fgaal,652,0,378
5taavmagazine,2270,0,540
verapeneda,362,0,686
lafrayre,154,0,428
lajimeneitor,127,0,239
NoraGuerraV,366,0,874
Daffne_A,276,0,964
MamitaGallina,3921,0,1764
MarthaArre0la,46,0,157
Karoluz,606,0,576
francis83653569,6,0,43
Ori_Vallejo,269,0,164
MixAlvaroMx,412,0,217
ramC2014,205,0,601
SoyUnChocorroll,416,0,585
Dr_espino,15662,0,383
HERMES_VJ,189,0,789
ClausIbb,32,0,194
ro_jahuey,753,0,534
MixLizGomez,4529,0,1109
MaurizioTavano,307,0,577
ariojasch,140,0,781
fundacionacir,8328,0,929
djjaarac,3672,0,3494
PameJmeow,162,0,403
jose24121994,2,0,11
Jessikeey,814,0,571
tierrasilvestre,13290,0,1822
Juan_Herrero_,291,0,225
anittadp,315,0,342
LuisSuperSport,373,0,531
Judcancun,241,0,159
JanineZisic,7,0,25
daniellamoyi,294,0,591
AngelAneiros,92,0,564
ArredoAdrian,1,0,48
garcianormita,2033,0,2018
FrancielyR,364,0,126
hey_madeleine,98,0,25
javiocupacional,20,0,169
AnailuyTorres,52,0,91
FmMondragon,115,0,96
alicepereda,91,0,100
maremiCvZZ,309,0,446
Emiliano1795,256,0,371
ACERTIJOboutiqu,65,0,80
LeopoldoVMe,672,0,200
tragonapro,14,0,77
andreadlm,317,0,204
Colorjay,1632,0,501
_anacristp,233,0,923
CESOEmpresarial,328,0,362
MixFranchesca,194,0,235
alcerus,4197,0,4535
Axyrio,102,0,308
Yowalquetzal,20,0,27
alejandroboue,259,0,430
QuermasCar,72,0,196
VoluntadDIFDgo,39,0,70
tanyszarate,65,0,124
Val_MI,341,0,900
jesusciem,281,0,339
ARTVILI,55,0,512
delapraderaMX,17,0,68
crmyuc,273,0,83
ESTEFANELA,254,0,721
AniiisMacias,805,0,2001
Angy_wy,931,0,751
Fryddahluz,347,0,171
AMFQMX,1007,0,546
Carlos_OrB,298,0,194
AlfonsoFedz,203,0,46
yolanda7518,109,0,85
VILLALVAZO13,336560,0,165
sandraenamor,26188,0,4246
BellezasSirVera,11,0,21
cradyD,72,0,90
777Niva,45,0,170
pedro_asturiano,196,0,180
hugosm40,4629,0,4860
BethNavarrita,45,0,99
heyVoltax,488,0,1266
TELE_URBAN,1579,0,1185
erisosa16,216,0,261
abseguroschief,607,0,1387
spperto,505,0,2004
Crayolanaranja,9154,0,373
luipuerto,21,0,90
_Vickas,238,0,416
verbienMX,1763,0,1354
MarianTurski,27,0,45
MirzaRachel,173,0,199
nanalarisa,318,0,204
Karliux_ksa,60,0,214
GennerPeniche,140,0,80
lupita_alamilla,72,0,53
oalejandri,446,0,684
teresaortuno,2435,0,547
CCAE_MX,136,0,140
sumaxlaedu,1324,0,1072
bernardogrobet,206,0,334
peqesaurus,79,0,98
terise_,249,0,346
A_mirandam,5658,0,3827
george_miam,203,0,760
PatriciaAAO,159,0,571
JackieMatsui,174,0,177
Lauraa_Laraa,209,0,338
jonathanestrel1,42,0,241
ArturobBautista,27,0,126
camtiap,19,0,62
azor26,1023,0,2001
ArrrobaAndrea,184,0,118
MaricruzArruba,355,0,271
johnny_petardo,15,0,145
NPHMexico,614,0,1256
RossAguirre75,247,0,834
renataglzm,233,0,174
PatyPartidaELS,9,0,124
Diana190675,49,0,144
carolinabepunto,110,0,754
PatyCerati,61,0,110
SanLuisMX,1790,0,1876
isa_urizar,449,0,382
gelaziion,154,0,333
DIEGOPARADA,536,0,563
maryanagarciaa,319,0,345
adrii_p92,117,0,120
Sab_SportLover,128,0,129
mlmondragon,6,0,55
LennyAD,2938,0,1917
clockworkandie,121,0,193
iYvon_ne,37,0,40
AnaAnamdiaz63,8,0,48
Be_Mndz,76,0,125
SociedadOficial,480,0,1412
moonlefebvre,1147,0,838
JackBate123,473,0,1533
lizalvarezgtz,39,0,173
CurielAdriana,64,0,112
GrupoMAH,211,0,774
m_maricelarp,58,0,246
edgescamilla,703,0,1233
sofiatamayogtz,123,0,211
orlyoxen,409,0,729
marigely52,98,0,70
lima_purple,18,0,51
MANX77,440,0,829
GioRyddle,482,0,215
pea_crojas,1372,0,687
AlakenStudio,33,0,82
RominaMontana,43,0,187
mafersarmiento,393,0,449
kristorra,350,0,1197
michaelvogt383,131,0,70
anarodriguezl,107,0,101
Rulolivares,18,0,102
GABYLEZULL,27,0,31
danielsmistico,22,0,21
transmatico,89,0,258
chey1979,119,0,206
CruzRoja_MX,69779,0,536
julaiky,187,0,272
jr_puma11,293,0,366
OhanaAC,173,0,110
cfvgb62,632,0,611
manuel_rdgn,1935,0,977
MinervaChong,2,0,39
Sergiodzib1,16,0,58
lireria,154,0,287
ragarulo,27,0,246
blynkdsanz321,51,0,164
pedrotf98,319,0,428
AldeaSOSMX,8009,0,4128
traficoacirGDL,4424,0,15
93brendda,313,0,207
gemagcc,206,0,315
alexyrg,178,0,547
Aleg103,114,0,157
ecordoba_,313,0,561
ossnh11,410,0,492
GabRocanlove,34,0,96
ishtar16,162,0,150
enriquesnyder,1517,0,2001
PA_LourdesSanz,133,0,295
SoniaVargas3,12,0,61
aidaborquez,49,0,203
rivasvic,300,0,540
al_andrade,62,0,47
MixDanyBadillo,701,0,858
CentroIntDown,24,0,69
shelby2367,0,0,12
LyzyOlvera,97,0,445
JESSYKSANMOT,89,0,373
Areli_NG,42,0,185
Pacameza,990,0,630
Angelikgaribay,333,0,992
Cimacnoticias,11742,0,816
MARISARAREYES,162,0,690
mateBalseca,315,0,856
LaMexicanaFT,570,0,258
TSHectorPal,19,0,49
AlegrMagaly,14,0,80
GapaAna145,34,0,229
Ana_Teresa_C,321,0,371
jomamofe,195,0,401
La_Rodadora,524,0,121
joedelphi2002,39,0,293
NAYECS2010,240,0,1070
AlineZunzunegui,314,0,138
fersan1995,214,0,176
CortinaDeNube,744,0,914
estefaniKOL,183,0,657
ClauSeguraFons,152,0,341
EnfoqueLatino,1239,0,1970
NaxoDC,4,0,7
adrgargon,59,0,568
shnavarret,347,0,211
mayishg,217,0,631
R_Maurer,557,0,449
FinComunMx,265,0,285
chefcito_tony,330,0,615
nancytha21,17,0,117
gabychocolatosa,5,0,73
sheshey18,126,0,279
Yolanda__Rueda,1081,0,177
ilsepla,849,0,1345
JOSEJOEL12,4636,0,177
anagonzalezlcs,237,0,129
Choizzes_ES,4468,0,4623
InakiGoye,122,0,46
tannewhat,214,0,194
eldolido_,222,0,906
HugoRmzGzz,163,0,137
SureGrupo,48,0,372
NJBazaldua,230,0,522
merenlo,37,0,184
herrerapatricia,608,0,718
senioritaLau,256,0,565
EdherSRios,298,0,1046
DANNYOSA53,34,0,123
VIVIENDADIGNA2,496,0,1985
KlauxGF,54,0,23
susoca33,314,0,773
denise_h5,270,0,518
CristiiSexx,5002,0,56
FundMVSRadio,3203,0,756
LexcorpAbogados,1426,0,1990
NuestrosHnos,488,0,314
chiva0301,233,0,228
martiselizalde,432,0,239
carmersa,18,0,49
AZunduri,82,0,54
LuisLazos,166,0,354
ripacheco09,9,0,26
brendaalbicker,251,0,351
santiagopm84,176,0,176
j_ali_17,179,0,800
uni_leyva,135,0,242
ChelitaAguirre,54,0,105
marce_philana,13,0,129
sharleeruls,349,0,783
carlosmix26,65,0,138
karenLorenson,126,0,86
Milimonada,230,0,533
marasomorrostro,434,0,158
museo_sancarlos,74999,0,315
CCVI_Sisters,212,0,457
TrooperAss,7687,0,10069
AMORALES_7510,93,0,137
cesar_rivs,279,0,639
IvonneEdithTel1,205,0,506
anegutierrez,213,0,547
danydlaa,81,0,122
Cree_ando,130,0,112
andreaisoard,180,0,254
markht07,200,0,213
Benjhia1,25,0,108
vania_aldana,13,0,59
miclondoblado,0,0,0
F_Guillen,274,0,695
tjahdz,440,0,581
Pacja626,340,0,445
jorgebmts,5,0,27
elcheliito,1412,0,795
daviddelafuent,538,0,586
sonitatres,30,0,150
joelom1,190,0,555
cajonpandora,51,0,77
LauFilomeno,12,0,11
roguzman72,231,0,466
VeritoHeEs,103,0,135
JovsXCardenas,418,0,603
Estel_Mirus,261,0,365
inics1222,137,0,490
FerBeltranCa,189,0,481
CasaMercedesIAP,184,0,339
VTamfm,24400,0,87
tatosterona,48,0,107
kartuek,1493,0,1965
betzyvillegas,79,0,434
iestrada09,149,0,255
izemore,195,0,133
veroanimalia,17,0,79
IrasRecio,193,0,181
David_Ordaz_B,653,0,1292
Cuahua121487,11,0,46
juanjosantoyo,135,0,225
Mikettita,39,0,45
237Chofer,33,0,371
IsaG_love,127,0,258
JuventudRie,851,0,276
_eddyhpotter,285,0,595
Suuu86,16,0,109
gabyledesma13,138,0,177
DevCH,11939,0,9413
lalo_lego,147,0,213
